"","tweet_id","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone","airline_sentiment","ID_unit","Prob","Stratum"
"2190",569322657822285824,1,"Flight Attendant Complaints",1,"United","","throthra","",1,"@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick","","2015-02-21 18:27:53 -0800","","","negative",1401,0.0653737197646546,1
"2215",569310731486699520,1,"Can't Tell",0.3578,"United","","EYA10","",0,"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not","","2015-02-21 17:40:30 -0800","","","negative",1421,0.0653737197646546,1
"2238",569302005111508992,1,"Lost Luggage",1,"United","","hannahcbeck","",1,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.","[35.07067492, -80.7899648]","2015-02-21 17:05:49 -0800","Hoboken, NJ","Eastern Time (US & Canada)","negative",1435,0.0653737197646546,1
"2251",569296784922578944,1,"Late Flight",1,"United","","Angela_Saurine","",0,"@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!","[43.60417384, -110.7362561]","2015-02-21 16:45:05 -0800","Sydney, Australia","Sydney","negative",1443,0.0653737197646546,1
"2271",569283845985427456,1,"Can't Tell",1,"United","","annnnge","",0,"@united is honestly RUINING MY FUCKING LIFE RIGHT NOW. NEVER AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!","","2015-02-21 15:53:40 -0800","☁️","","negative",1459,0.0653737197646546,1
"2292",569274801388425216,1,"Can't Tell",0.6891,"United","","ZachAlpert","",0,"@united you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.","","2015-02-21 15:17:43 -0800","Chicago, IL","Central Time (US & Canada)","negative",1473,0.0653737197646546,1
"2312",569261791928315904,0.6854,"Can't Tell",0.3708,"United","","pongchmp","",0,"@united just filled it out. Hope someone responds before we book our next trip.","","2015-02-21 14:26:02 -0800","","Eastern Time (US & Canada)","negative",1487,0.0653737197646546,1
"2318",569260366221348864,1,"Customer Service Issue",1,"United","","school_tales","",0,"@united haven’t before and haven’t this time &amp; have checked spam/junk mail just in case—nothing","","2015-02-21 14:20:22 -0800","midwest and sometimes Spain","","negative",1491,0.0653737197646546,1
"2320",569259688887492608,0.6435,"Customer Service Issue",0.6435,"United","","nicc1217","",0,"@united how long does it take to get a response from your customer service about a complaint done through email?","","2015-02-21 14:17:40 -0800","Boston MA","Central Time (US & Canada)","negative",1493,0.0653737197646546,1
"2365",569244201021362176,1,"Late Flight",0.6421,"United","","SomuchWhit","",0,"@united now been on board with no movement for 25 min...wow this experience just keeps getting worse and worse","","2015-02-21 13:16:08 -0800","","Pacific Time (US & Canada)","negative",1525,0.0653737197646546,1
"2370",569242387878428672,1,"Cancelled Flight",1,"United","","cryfshr","",0,"@united flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me","","2015-02-21 13:08:55 -0800","America","","negative",1530,0.0653737197646546,1
"2438",569208751972065280,1,"Customer Service Issue",0.6736,"United","","joesanchezr","",0,"@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/oKtUkjY92O (via @ParachuteGuy)","","2015-02-21 10:55:16 -0800","Toronto, Canada","Eastern Time (US & Canada)","negative",1572,0.0653737197646546,1
"2455",569195472650268672,1,"Customer Service Issue",0.6484,"United","","hadAbadWeek","",0,"@united send someone to the customer service counter in person. DIA concourse B across from gate B36a.","","2015-02-21 10:02:30 -0800","","","negative",1587,0.0653737197646546,1
"2459",569192902922006528,0.6276,"Cancelled Flight",0.6276,"United","","halestorm62","",0,"@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!","","2015-02-21 09:52:17 -0800","","Quito","negative",1590,0.0653737197646546,1
"2502",569162600237236224,1,"Flight Booking Problems",0.6774,"United","","Zortrium0","",0,"@United site errored out at last step of changing award. Now can't even pull up reservation. 60 minute wait time.  Thanks @United!","","2015-02-21 07:51:53 -0800","","Atlantic Time (Canada)","negative",1620,0.0653737197646546,1
"2515",569147852217135104,1,"Customer Service Issue",0.6392,"United","","franknoc","",0,"@united I was, just very surprised it took over 15 mins. Never experienced anything like that on 1K number","","2015-02-21 06:53:16 -0800","","Arizona","negative",1630,0.0653737197646546,1
"2540",569115097198690304,1,"Lost Luggage",1,"United","","lingley","",0,"@United terrible illogical re-route after Cancelled Flightled connection. Then made me pay to check bag. Then lost bag. #ual","","2015-02-21 04:43:07 -0800","ÜT: 42.706796,-71.210754","Quito","negative",1651,0.0653737197646546,1
"2556",569085424498446336,0.705,"Bad Flight",0.705,"United","","tcfitz3","",0,"@united  No first class passenger should have to pay for inflight wifi.","","2015-02-21 02:45:12 -0800","Houston","Central Time (US & Canada)","negative",1659,0.0653737197646546,1
"2628",568985883589906432,1,"Can't Tell",0.6968,"United","","your_ride_dear","",0,"@united @airlines. Agents arguing about check bag announcement. Looked for room until seat 20, gave up and walked back to seat 7.Unnecessary","","2015-02-20 20:09:40 -0800","ONTARIO CANADA","","negative",1706,0.0653737197646546,1
"2691",568954048038055936,1,"Flight Attendant Complaints",0.6752,"United","","tompenning","",0,"@united never fails, flying FC order ravioli get chicken. Tell the FA she says you should of told me, other people wanted chicken..idiot.","","2015-02-20 18:03:10 -0800","","","negative",1749,0.0653737197646546,1
"2705",568949545972961280,1,"Late Flight",1,"United","","AJMILBRANDT","",1,"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks","","2015-02-20 17:45:16 -0800","Buck-hio","","negative",1759,0.0653737197646546,1
"2706",568948971923742720,0.6537,"Customer Service Issue",0.329,"United","","Dra_Mck","",0,"@united thank you for the reply. I emailed your customer care department about my experience.","","2015-02-20 17:43:00 -0800","Chapel Hill","Quito","negative",1760,0.0653737197646546,1
"2729",568931637699829760,0.3511,"Flight Attendant Complaints",0.3511,"United","","robfarrisjr","",1,"@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!","","2015-02-20 16:34:07 -0800","Apex, NC","Eastern Time (US & Canada)","negative",1776,0.0653737197646546,1
"2732",568930692551221248,1,"Can't Tell",0.684,"United","","thebadvillain","",1,"@united do you know how to use twitter bro?  Your terminal looks like it's in Bosnia.  Here's another pic. http://t.co/M9Nywr5Kbs","","2015-02-20 16:30:21 -0800","","","negative",1779,0.0653737197646546,1
"2747",568922057552977920,0.6842,"Can't Tell",0.6842,"United","","KatieJelen","",1,"@united I need you...to be a better airline. ^LOL","","2015-02-20 15:56:03 -0800","Los Angeles, CA (via Philly)","Pacific Time (US & Canada)","negative",1790,0.0653737197646546,1
"2748",568921968818270208,1,"Flight Attendant Complaints",1,"United","","EddieUmphrey","",1,"@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!","","2015-02-20 15:55:42 -0800","MN, MI, NM","Eastern Time (US & Canada)","negative",1791,0.0653737197646546,1
"2759",568917786921009152,0.6878,"Can't Tell",0.3541,"United","","archivelle","",0,"@united Also, group 5 is total BS.","","2015-02-20 15:39:05 -0800","New York","","negative",1799,0.0653737197646546,1
"2762",568917261869674496,1,"Bad Flight",0.697,"United","","jayw329","",0,"@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable","","2015-02-20 15:36:59 -0800","New York, NY","Eastern Time (US & Canada)","negative",1802,0.0653737197646546,1
"2766",568915741551886336,1,"Customer Service Issue",1,"United","","cruzontour","",0,"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.","[29.98454639, -95.33856899]","2015-02-20 15:30:57 -0800","Los Angeles, CA","Alaska","negative",1803,0.0653737197646546,1
"2782",568902405909143552,1,"Can't Tell",0.6582,"United","","AlsoRococo","",1,"@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.","","2015-02-20 14:37:57 -0800","Los Angeles","Pacific Time (US & Canada)","negative",1813,0.0653737197646546,1
"2791",568899252149035008,1,"Bad Flight",0.6739,"United","","wisemana","",0,"@United super lame that you charge $8 for tv on an international flight to the US. It isn’t 1997!","","2015-02-20 14:25:26 -0800","washington, dc","Eastern Time (US & Canada)","negative",1820,0.0653737197646546,1
"2792",568898792755470336,0.7112,"Late Flight",0.3581,"United","","CpyburnDC","",1,"@united as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo","","2015-02-20 14:23:36 -0800","Washington, DC","Eastern Time (US & Canada)","negative",1821,0.0653737197646546,1
"2793",568898784861814784,0.6795,"Can't Tell",0.3441,"United","","nate2482","",0,"@united 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...","","2015-02-20 14:23:34 -0800","Parkersburg, WV","Eastern Time (US & Canada)","negative",1822,0.0653737197646546,1
"2815",568885498464374784,0.6706,"Customer Service Issue",0.6706,"United","","bretlonder","",0,"@united I'm fully aware, it's just that your rules are harsh toward the client. Especially since you're going to resell my seat for more $.","","2015-02-20 13:30:46 -0800","San Diego, CA","Central Time (US & Canada)","negative",1833,0.0653737197646546,1
"2821",568883744246878208,1,"Customer Service Issue",0.662,"United","","KennethRMurray","",0,"@united Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.","","2015-02-20 13:23:48 -0800","Kenosha, WI","Central Time (US & Canada)","negative",1838,0.0653737197646546,1
"2825",568882789082222592,1,"Late Flight",0.6522,"United","","andreamvdlg","",1,"@united this is besides the fact that one week ago you delayed me by 18 hours. i am not impressed at all.","","2015-02-20 13:20:00 -0800","Edinbrah ","Eastern Time (US & Canada)","negative",1839,0.0653737197646546,1
"2835",568878121958694912,1,"Customer Service Issue",1,"United","","bugstory","",0,"@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach","","2015-02-20 13:01:28 -0800","Baltimore, MD","Eastern Time (US & Canada)","negative",1847,0.0653737197646546,1
"2861",568859503472422912,0.642,"Flight Attendant Complaints",0.642,"United","","DT_Les","",0,"@united Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.","","2015-02-20 11:47:29 -0800","","","negative",1861,0.0653737197646546,1
"2864",568858361011154944,1,"Flight Booking Problems",0.6591,"United","","AMaxwellKerr","",2,"@united refreshes my browser right before checkout.error load message. Ticket price increased $358 in a matter of sec. DoUNotWantMyBusiness?","","2015-02-20 11:42:56 -0800","","","negative",1864,0.0653737197646546,1
"2874",568854082536001536,0.6531,"Customer Service Issue",0.6531,"United","","VCollins82","",0,"@united why do I have to go thru the details of the flight I want w/ the recording to then repeat ALL when a real person gets on the line?","","2015-02-20 11:25:56 -0800","Washington, DC ","","negative",1871,0.0653737197646546,1
"2923",568830888089423872,1,"Late Flight",0.3594,"United","","theoli_co","",0,"@united that's the reply? Lol hoping that at least the new plane was maintained before the flight. 😒","","2015-02-20 09:53:46 -0800","Newark, NJ","Central Time (US & Canada)","negative",1895,0.0653737197646546,1
"2966",568813431962226688,1,"Can't Tell",1,"United","","_mhertz","",0,"@united I hope you have a solution or insurance to cover this issue","","2015-02-20 08:44:24 -0800","","Pacific Time (US & Canada)","negative",1926,0.0653737197646546,1
"2988",568806138973540352,1,"Customer Service Issue",0.6309,"United","","techartistsorg","",0,"@united define ""appreciate"". I doubt the worst major airline in the USA acts on much feedback.","","2015-02-20 08:15:26 -0800","Portland, OR","Central Time (US & Canada)","negative",1942,0.0653737197646546,1
"2995",568804253151731712,1,"Bad Flight",1,"United","","blastedgtl","",0,"@united new flight has me at the window. Kind of ticked off. I pick aisle seats only because I hate window seats. #annoyed #EpicFail","","2015-02-20 08:07:56 -0800","","Quito","negative",1948,0.0653737197646546,1
"3028",568789500727570432,1,"Late Flight",0.344,"United","","tjny753","",0,"@united Is flight 5001 really going to leave Newark today?  If not tell us now and I will rent a car.  I do not want to end up stranded.","","2015-02-20 07:09:19 -0800","Elmira, NY","","negative",1966,0.0653737197646546,1
"3101",568677207062609920,1,"Customer Service Issue",1,"United","","JerikaPhelps","",0,"@united it's a shame the great customer service wasn't continued in SFO. Slightly absurd","[37.62068265, -122.38816957]","2015-02-19 23:43:06 -0800","","","negative",2016,0.0653737197646546,1
